Ticker Symbol,Company Legal Name,Business Description
LHCG,LHC Group Inc,"LHC Group, Inc., a health care provider, specializes in the post-acute continuum of care primarily for Medicare beneficiaries in the United States. The company operates through four segments: Home Health Services, Hospice Services, Community-Ba"
BFIN,BankFinancial Corp,"BankFinancial Corporation operates as the holding company for BankFinancial, F.S.B. that provides commercial, family, and personal banking products and services in Illinois."
CNSL,Consolidated Communications Holdings Inc,"Consolidated Communications Holdings, Inc., through its subsidiaries, provides various integrated communications services to business and residential customers."
ARC,ARC Document Solutions Inc,"ARC Document Solutions, Inc., a reprographics company, provides document solutions worldwide."
BPI,Bridgepoint Education Inc,"Bridgepoint Education, Inc., together with its subsidiaries, provides postsecondary education services."
CE,Celanese Corp,"Celanese Corporation, a technology and specialty materials company, manufactures and sells value-added chemicals, thermoplastic polymers, and other chemical-based products worldwide."
HUN,Huntsman Corp,"Huntsman Corporation, through its subsidiary, Huntsman International LLC, manufactures and sells differentiated organic and inorganic chemical products worldwide."
ULH,Universal Logistics Holdings Inc,"Universal Logistics Holdings, Inc. provides transportation and logistics solutions in the United States, Mexico, Canada, and Colombia."
DLB,Dolby Laboratories Inc,"Dolby Laboratories, Inc. creates audio and imaging technologies that transform entertainment and communications at the cinema, at home, at work, and on mobile devices."
WEX,WEX Inc,"WEX Inc. provides corporate card payment solutions in North and South America, the Asia Pacific, and Europe. It operates through three segments: Fleet Solutions, Travel and Corporate Solutions, and Health and Employee Benefit Solutions."
GPRE,Green Plains Inc,"Green Plains Inc. produces, markets, and distributes ethanol in the United States and internationally. The company operates through four segments: Ethanol Production; Agribusiness and Energy Services; Food and Food Ingredients; and Partnership."
SHLD,Sears Holdings Corp,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic."
ROX,Castle Brands Inc,"Castle Brands Inc. develops, markets, imports, and sells beverage alcohol and non-alcoholic beverage products in the United States and internationally."
PAY,Verifone Systems Inc,"VeriFone Systems, Inc. provides payments and commerce solutions at the point of sale (POS) worldwide."
PSDV,Psivida Corp,pSivida Corp. develops sustained-release drug-delivery products for the treatment of chronic eye diseases in the United States and the United Kingdom.
SUMR,Summer Infant Inc,"Summer Infant, Inc., together with its subsidiaries, designs, markets, and distributes branded juvenile health, safety, and wellness products primarily in North America."
KOP,Koppers Holdings Inc,"Koppers Holdings Inc. provides treated wood products, wood treatment chemicals, and carbon compounds in the United States and internationally."
PKBK,Parke Bancorp Inc,"Parke Bancorp, Inc. operates as the bank holding company for Parke Bank that provides personal and business financial services to individuals and small to mid-sized businesses."
KNDI,Kandi Technolgies Group Inc,"Kandi Technologies Group, Inc., through its subsidiaries, designs, develops, manufactures, and commercializes electric vehicles (EVs), EV parts, and off-road vehicles in the People's Republic of China and internationally."
BLDR,Builders FirstSource Inc,"Builders FirstSource, Inc. manufactures and supplies building materials, manufactured components, and construction services to professional contractors, sub-contractors, and consumers in the United States."
JMBA,Jamba Inc,"Jamba, Inc., through its subsidiary, Jamba Juice Company, owns, operates, and franchises Jamba Juice stores."
OFLX,Omega Flex Inc,"Omega Flex, Inc., together with its subsidiaries, manufactures and sells flexible metal hoses and accessories in the United States and internationally. It offers flexible gas piping for use in residential and commercial buildings, as well as it"
ZUMZ,Zumiez Inc,"Zumiez Inc. operates as a specialty retailer of apparel, footwear, accessories, and hardgoods for young men and women. Its hardgoods include skateboards, snowboards, bindings, components, and other equipment."
CORE,Core Mark Holding Co Inc,"Core-Mark Holding Company, Inc. markets fresh and broad-line supply solutions to the convenience retail industry."
CTRN,Citi Trends Inc,"Citi Trends, Inc. operates as an off-price retailer of urban fashion apparel and accessories."
EVRI,Everi Holdings Inc,"Everi Holdings Inc. provides video and mechanical reel gaming content and technology solutions, integrated gaming payment solutions, and compliance and efficiency software solutions. The company operates through two segments, Games and Payments"
CBLI,Cleveland BioLabs Inc,"Cleveland BioLabs, Inc., a biopharmaceutical company, develops novel approaches to activate the immune system and address various medical needs in the United States and the Russian Federation."
DSW,DSW Inc,"DSW Inc., together with its subsidiaries, operates as a branded footwear and accessories retailer in the United States. The company operates through two segments, DSW and Affiliated Business Group."
SEM,Select Medical Holdings Corp,"Select Medical Holdings Corporation, through its subsidiary, Select Medical Corporation, operates specialty hospitals, outpatient rehabilitation clinics, and occupational medicine centers in the United States."
THS,TreeHouse Foods Inc,"TreeHouse Foods, Inc. operates as a food and beverage manufacturer in the United States and Canada. The company operates through North American Retail Grocery, Food Away From Home, and Industrial and Export segments."
RAIL,FreightCar America Inc,"FreightCar America, Inc., through its subsidiaries, designs, manufactures, and sells railcars for the transportation of bulk commodities and containerized freight products primarily in North America."
KRA,Kraton Corp,"Kraton Corporation produces and sells styrenic block copolymers (SBCs) and other engineered polymers in the Americas, Europe, the Middle East, Africa, and the Asia Pacific."
BIOD,Biodel Inc,"As of November 3, 2016, Biodel Inc. was acquired by Albireo Pharma Inc., in a reverse merger transaction. Biodel Inc., a specialty biopharmaceutical company, focuses on the development and commercialization of treatments for diabetes in the Uni"
